bigram;freq
('повседневной', 'работе');1
('преподавания', 'повседневной');1
('корпусного', 'преподавания');1
('методы', 'корпусного');1
('базовые', 'методы');1
('освоить', 'базовые');1
('позволяет', 'освоить');1
('языков', 'позволяет');1
('английского', 'языков');1
('русского', 'английского');1
('корпусами', 'русского');1
('существующими', 'корпусами');1
('пользоваться', 'существующими');1
('учит', 'пользоваться');1
('лингвистики', 'учит');1
('современной', 'корпусной');1
('достижений', 'современной');1
('применении', 'достижений');1
('практическом', 'применении');1
('представление', 'практическом');1
('дает', 'представление');1
('разработанный', 'ланкастерском');1
('курсы', 'корпусной');1
('основные', 'функции');1
('материалы', 'практически');1
('интернета', 'такие');1
('менеджеров', 'русскоязычном');1
('корпусных', 'менеджеров');1
('применения', 'корпусных');1
('корпусах', 'применения');1
('онлайн', 'корпусах');1
('работы', 'доступных');1
('хитростями', 'работы');1
('скрытыми', 'хитростями');1
('ия', 'скрытыми');1
('применения', 'подходов');1
('опытом', 'применения');1
('собственным', 'опытом');1
('них', 'собственным');1
('делясь', 'них');1
('видео', 'делясь');1
('небольшие', 'видео');1
('создавать', 'небольшие');1
('активно', 'создавать');1
('призывает', 'активно');1
('фолл', 'призывает');1
('колеблется', 'фолл');1
('длительность', 'видео');1
('разработал', 'длительность');1
('менеджера', 'разработал');1
('широкоизвестного', 'корпусного');1
('версии', 'широкоизвестного');1
('программы', 'версии');1
('функции', 'программы');1
('такие', 'материалы');1
('практически', 'отсутствуют');1
('популярные', 'моок');1
('отсутствуют', 'массовые');1
('наиболее', 'популярные');1
('самообразования', 'наиболее');1
('ресурсом', 'самообразования');1
('ценным', 'ресурсом');1
('делает', 'ценным');1
('доступность', 'делает');1
('менее', 'доступность');1
('ресурсов', 'менее');1
('категориями', 'ресурсов');1
('этими', 'категориями');1
('отличия', 'этими');1
('важные', 'отличия');1
('выявить', 'важные');1
('позволил', 'выявить');1
('оор', 'позволил');1
('курсов', 'оор');1
('моок', 'курсов');1
('сравнения', 'моок');1
('анализ', 'сравнения');1
('специально', 'проведенный');1
('ресурсов', 'специально');1
('примером', 'открытых');1
('являются', 'примером');1
('сознании', 'являются');1
('массовом', 'сознании');1
('курсы', 'массовом');1
('онлайн', 'курсы');1
('открытые', 'онлайн');1
('массовые', 'открытые');1
('деятельности', 'студентов');1
