Имя файла,Ключевые слова (рус),Ключевые слова (англ),ключевые слова (Ruterm)
Azarova_IMS_2018_Abstract_rus.txt,"смысловых рубрик, передачи транзитивных, транзитивных локативных, докладе рассматривается, рассматривается структура, структура синонимичных, квазисинонимичных семантических, семантических отношений, производных предлогов, предлогов русского",,"структура предложений, статистические характеристики, смысловой рубрика, русский язык, производные предлогов, предложные конструкции, медиативные значения, корпусная реализация, зависимые слова, типы"
Lokalina_IMS_2023_Abstract_rus.txt,"слова, таких конструкций, работе рассматриваются, функционирования устойчивой, способствует появлению, устойчивой модели, языке таких, рассматриваются особенности, особенности функционирования, слова вообще",,"слово, отсылка, слово y, поисковые сервисы, язык, модель, др, x, языковые корпусы, этимология слова"
Masevich_IMS_2016_Abstract_eng.txt,,"Humanitarian Studies, Linguistics Methods, Petersburg State, Linguistic Studies, Corpus Linguistics, Methods, Humanitarian, Studies, State Institute, State University",
Belov_IMS_2018_Abstract_eng.txt,,"Internal Documents, Documents, Russian Internal, Russian, Goals, Composition, Structure, Internal, Russian Academy, Corpus",
Salin_IMS_2015_Abstract_eng.txt,,"Semantic Segmentation, Hypertext, Discrete, Segmentation, Semantic, Based, Hypertext Based, Yuri Gagarin, Gagarin State, State Technical",
Serebriakov_IMS_2014_Abstract_eng.txt,,"Linked Open, Open Data, Linked, Sharing Thermophysical, Open, data, LOD, Sharing, Thermophysical, Thermophysical Properties",
Golitsina_IMS_2021_Abstract_eng.txt,,"Search Image, Semantic Search, Identifying Definitions, linguistic constructions, relationship taxonomy, linguistic, Search, Image, relationship, Definitions",
Popov_IMS_2016_Abstract_eng.txt,,"Structural Disambiguation, Hurma Project, Disambiguation, Hurma Parser, Time, Approaches, Structural, Hurma, syntactic, Project",
Boyarsky_IMS_2021_Abstract_rus.txt,"способных выполнять, функции предлогов, русскоязычных текстов, работе рассматриваются, рассматриваются особенности, особенности обработки, обработки неоднословных, выполнять функции, автоматическом анализе, анализе русскоязычных",,"фраземы, частотные фразем, частеречная омонимия, функции предлогов, удалённый контекст, третья группа, такие обороты, снятие омонимии, сложность анализа, семантическая неоднозначность"
ChizhikMelnikova_IMS_2022_Abstract_rus.txt,"Данная статья, медицинской сферы, статья посвящена, посвящена описанию, описанию проблем, сборе обучающего, обучающего набора, создания диалогового, диалогового агента, набора данных",,"собственный эксперимент, слабоструктурированные тексты, проведённое исследование, последующее анализ, опубликованный датасет, описание проблем, медицинская сфера, именованные сущности, диалоговый агент, данная статья"
Belkin_IMS_2015_Abstract_rus.txt,"Излагаются результаты, результаты развития, применения технологии, слабо формализуемых, формализуемых областей, Историческая демография, моделей слабо, областей знаний, технологии построения, области знаний",,"результаты развития, помощь системы, область знаний, историческая демография, формализм, применение, знания"
Boyarsky_IMS_2017_Abstract_rus.txt,"эквивалентных слову, Работа посвящена, посвящена анализу, контекста, словосочетаний, сочетание предлога, снятия омонимии, анализу словосочетаний, простое сочетание, Работа",,"удалённый контекст, ближайшее контекст, существительное, словосочетания, эквивалентные слово, устойчивый оборот, снятие омонимии, семантические классы, русскоязычное текст, решение вопроса"
Grigoryeva_IMS_2014_Abstract_eng.txt,,"Education, employability, ICT, Aging, Bikkulov, older ICT, study, Grigoryeva, labor market, sociological theoretical",
Antopolskii_IMS_2021_Abstract_rus.txt,"Обсуждается проблема, проблема создания, лингвистических информационных, создания инфраструктуры, информационных ресурсов, Общеевропейской исследовательской, ЛИР, поддержки лингвистических, CLARIN, инфраструктуры",,"лир, поддержка, языковые ресурсы, программа развития, опыт clarin, облако llod, наихороший решение, информационная поддержка, финансирование, участие"
Adaskina_IMS_2014_Abstract_rus.txt,"Статья описывает, описывает разработанный, метод полуавтоматического, полуавтоматического пополнения, пополнения семантических, семантических классов, основе синтаксических, синтаксических связей, Статья, корпусе",,"такая алгоритм, синтаксические связи, семантические классы, представленные результаты, предложенное подход, полуавтоматическое пополнение, коммерческие приложения, клиентские отзывы, автоматическое анализ, эффективность"
Kogan_IMS_2018_Abstract_rus.txt,"Статья посвящена, посвящена статистическому, статистическому анализу, целью выявления, выявления устойчивых, анализу специальных, Петра Великого, устойчивых сочетаний, специальных, немецких текстов",,"списки, помощь, цель выявления, функции wordlist, функции n-grams, устойчивые сочетания, технические специальности, статистический анализ, специальные цели, совместное проект"
Bogoraz_IMS_2014_Abstract_rus.txt,"Целью данной, данной работы, работы является, является анализ, анализ угроз, социальных сетях, социальных, архитектура социальных, социальных сетей, Целью",,"социальные сети, типовая архитектура, социальная сеть, прямые угроза, повышение сохранности, основные проблемы, косвенные угроза, данная работа, безопасное взаимодействие, анализ угроз"
Mikoni_IMS_2021_Abstract_rus.txt,"Рассматривается проблема, основе соотношения, соотношения словарных, словарных запасов, текста, проблема понятности, понятности научного, научного текста, Рассматривается, запасов автора",,"читатель, слово, слова, системность слов, русский язык, проблема понятности, понятный выражение, понимание смысла, перевод текста, основа соотношения"
Bolgov_IMS_2013_Abstract_rus.txt,"Восточной Европе, электронной демократии, статье представлены, представлены результаты, результаты проведенного, проведенного авторами, авторами сравнительного, сравнительного анализа, анализа пяти, пяти опросов",,"электронное участие, электронная демократия, сравнительное анализ, разные страны, пять опросов, проведённое авторы, восточная европа, важные сектор, швейцария, угроза"
Bakhvalov_IMS_2020_Abstract_eng.txt,,"ITMO University, automatic grammatical, error correction, grammatical error, rule generation, rules, generation methods, approach, automatic, learning",
Dyakova_IMS_2013_Abstract_rus.txt,"управленческой традиции, статье анализируется, анализируется специфика, специфика перехода, электронному правительству, точки зрения, зрения взаимодействия, взаимодействия глобальных, национальной управленческой, глобальных управленческих",,"электронное правительство, управленческие приоритеты, специфика перехода, модные тренды, какой образ, имеющаяся система, статья, китай"
Moskvina_IMS_2016_Abstract_eng.txt,,"NLTK libraries, Russian based, Russian, Core, State University, Syntactic Parser, NLTK, Petersburg State, Parser, Syntactic",
Bogoraz_IMS_2013_Abstract_rus.txt,"межсетевых экранов, статье рассмотрены, зарубежные методики, методики оценки, оценки защищенности, защищенности информационных, информационных систем, анализу межсетевых, рассмотрены основные, основные российские",,"различные показатели, межсетевые экраны, информационные системы, статья, сравнение, приложение, анализ"
Zalesskaya_IMS_2014_Abstract_rus.txt,"выявления коллокаций, статье рассмотрены, рассмотрены меры, меры ассоциации, проблемы выявления, коллокаций, выявления, программа выявления, осмысленных коллокаций, Представлена программа",,"русский язык, меры ассоциации, тексты, статья, решение, выявление"
Khodorkovsky_IMS_2023_Abstract_rus.txt,"соотношение понятий, являющихся элементами, элементами процесса, информационная коммуникация, сведения, Рассматривается соотношение, сущности, свойствах сущности, информационная, информация",,"сущность, сведение, информационная коммуникация, система, свойства, информация, структурированное сообщение, соотношение понятий, очередной шаг, определение понятия"
Chekmeneva_IMS_2019_Abstract_eng.txt,,"Musicological Discourse, State University, Petersburg State, Discourse, Metaphor, Musicological, Chekmeneva, Saint Petersburg, author, Sketch Engine",
Chekmeneva_IMS_2018_Abstract_eng.txt,,"colors, Distinctive metaphorical, phrases denoting, corpus analysis, denoting colors, Basic color, State University, metaphorical phrases, Petersburg State, Basic",
Khokhlova_IMS_2016_Abstract_eng.txt,,"Large Russian, Russian Corpora, Russian, State University, Corpora, Petersburg State, Large, Khokhlova, survey, University",
Evtushenko_IMS_2013_Abstract_rus.txt,"Россия практически, практически полностью, полностью утеряла, утеряла культуру, культуру централизованного, централизованного стратегического, эффективные модели, стратегического управления, государственного управления, модели создания",,"прозрачность, планирование, сегодняшний день, реалии глобализации, отсутствие ответственности, основные предпосылки, обоснование необходимости, единая система, государственное управление, архитектурный подход"
Mikoni_IMS_2019_Abstract_rus.txt,"Обсуждается проблема, предметной области, проблема понимания, понимания терминов, терминов предметной, управления, Обсуждается, области, проблема, понимания",,"требования, способы управления, различные уровни, применение модели, предметная область, определяющие понятия, цель, управление, состав, связь"
Sukhan_IMS_2024_Abstract_rus.txt,"корпусной лингвистике, лингвистики СПбГУ, статье представлены, представлены результаты, результаты проекта, корпуса статей, кафедре математической, математической лингвистики, Корпусная лингвистика, Компьютерная лингвистика",,"корпусная лингвистика, элементы метаданных, ход работы, формат веб-страницы, результаты проекта, построенный графы, корпусный ресурс, корпус статей, конференция ims, компьютерная лингвистика"
Smirnov_IMS_2014_Abstract_rus.txt,"статье рассматривается, рассматривается проблематика, проблематика построения, построения систем, систем массового, массового оптического, оптического распознавания, распознавания, ошибок распознавания, статье",,"разработанная система, компонентная модель, эксплуатация, статья, сведение, архитектура"
Kuzmina_IMS_2014_Abstract_rus.txt,"сформулированы проблемы, электронных сред, статье сформулированы, учебном процессе, процессе электронных, проблемы, связанные, сред, Анализируются данные, дистанционного обучения",,"электронные среды, учебный процесс, открытый взаимодействие, дистанционное обучение, сфера, статья, проблемы, применение, возможность"
Brodovskaya_IMS_2013_Anstract_rus.txt,"World Internet, Internet Project, реализованного Московским, Московским государственным, результаты исследования, отражены некоторые, некоторые результаты, государственным гуманитарным, гуманитарным университетом, университетом имени",,"статья, современная россия, российские пользователи, политические функции, политическая субъектность, особенности восприятия, глобальная сеть, шолохов, пространство, интернет"
Antopolskii_IMS_2021_Abstract_eng.txt,,"INION RAS, LIR, Resources, Russia, Common European, European Experience, European Research, CLARIN, support, European",
Dyakova_IMS_2014_Abstract_eng.txt,,"Information Technology, Administrative Tradition, Corruption, Technology, Chinese Administrative, Chinese, Fight, Tradition, Information, Chinese Communist",
Blinova_IMS_2017_Abstract_eng.txt,,"сo-occurrence patterns, web corpus-based, Pejorative plural, State University, Petersburg State, corpus-based study, semantics, patterns, web, Pejorative",
Brodovskaya_IMS_2013_Anstract_eng.txt,,"World Internet, Internet, Internet Project, political subjectivity, Internet users, World, Russian users, political, Moscow State, State University",
Bogoraz_IMS_2014_Abstract_eng.txt,,"Distributed Social, social networks, Social, Networks, Distributed, network, safety, problems, information, problems connected",
Alexeeva_IMS_2015_Abstract_eng.txt,,"lexical resource, social media, sentiment, Research Institute, Institute Higher, Higher School, Russian, Russian sentiment, sentiment analysis, media",
Noskov_IMS_2014_Abstract_rus.txt,"процессе вуза, статье рассмотрен, рассмотрен ряд, ряд аспектов, аспектов использования, учебном процессе, использования видеолекций, системы, вуза, видеолекций",,"синхронизованные демонстрации, простая система, перспективность подхода, первичная апробация, основные характеристики, задача создания, статья, сведение, мл-студия, заключение"
Koltsova_IMS_2013_Abstract_rus.txt,"выработка системы, характеризующих русскоязычную, практического знания, системы основных, основных статистических, изучение основных, основных взаимосвязей, русскоязычную блогосферу, точки зрения, отраслей научного",,"исследование, тематические профили, тематика постов, такие показатели, русский язык, различные словари, публичное доступ, предлагаемые показатели, практическое знание, помощь ряда"
Peskova_IMS_2014_Abstract_eng.txt,,"Electronic, Electronic Vote, electronic voting, Vote, systems, Risks, Problems, voting, existing, Methods",
Sampetova_IMS_2018_Abstract_eng.txt,,"AUTOMATIC CORRECTION, IMPLEMENTATION, ALGORITHM, State University, Petersburg State, TYPOS, AUTOMATIC, CORRECTION, Saint Petersburg, Lukanina",
Smorgunov_IMS_2014_Abstract_rus.txt,"наименование Web, получивших наименование, статье рассматриваются, рассматриваются вопросы, вопросы трансформации, трансформации современной, современной публичной, публичной политики, влиянием новых, новых информационных",,"электронные платформа, сетевое сообщество, сетевое научение, сетевое взаимодействие, публичные услуги, пассивное потребление, обеспечивающее управляемость, новые возможность, новая идеология, значение концепта"
Platonov_IMS_2013_Abstract_rus.txt,"структур научных, статье рассматриваются, рассматриваются вопросы, вопросы разработки, разработки подходов, анализа структур, Интернет, научных сайтов, структур, научных ресурсов",,"анализ структур, новый подход, научные сайты, научные ресурсы, статья, проведение, подход, описание, интернет"
Prokudin_IMS_2013_Abstract_eng.txt,,"information society, information, information culture, electronic government, society, Russia, educational Internet, Internet portal, Development, concept",
Masloboev_IMS_2013_Abstract_eng.txt,,"regional security, region virtual, regional, virtual, region, virtual environment, security, environment, management, support",
Juk_IMS_2013_Abstract_rus.txt,"антипиратским законом, Работа представляет, сетях вопросов, представляет результаты, характера обсуждений, результаты исследования, исследования характера, социальных сетях, августа, Работа",,"2013 года, социальные медиа, сервис мониторинга, рядовые пользователи, новое закон, качество инструментария, интеллектуальная собственность, антипиратский закон, 15 июля, 1 августа"
Chizhik_IMS_2021_Abstract_rus.txt,"тематического моделирования, статье рассматриваются, техники тематического, LDA, LSA, моделирования, новостных анонсов, статье, рассматриваются, техники",,"тематическое моделирование, тематический моделирование, тематические кластеры, такой образ, социальные сети, репрезентативность выводов, прикладная метод, первый план, общественное настроение, обсуждения пользователей"
Kapterev_IMS_2014_Abstract_eng.txt,,"Professional Orientation, Orientation, Secondary, Internet-Technologies, Professional, secondary scholars, PROFSILA, Schollars, Kapterev, scholars",
ChizhikEgorov_IMS_2023_Abstract_rus.txt,"дистанционного взаимодействия, является важным, превентивной медицины, предупреждении заболеваний, обработки естественного, естественного языка, важным инструментом, поддержке модели, модели превентивной, позволяет улучшить",,"разработанный модуль, предупреждение заболеваний, предварительный диагноз, превентивная медицина, поддержка модели, особенности моделей, общий алгоритм, модуль обработки, метрики качества, машинное обучение"
Serebriakov_IMS_2014_Abstract_rus.txt,"Разработана детальная, детальная онтология, Разработана, пространстве, LOD, детальная, онтология, представления, LOD наборов, данных",,"связывания, численные данные, математическое характер, единицы измерения, детальная онтология, внешние онтологии, внесение связей, технология, свойства, представление"
Grigorieva_IMS_2013_Abstract_eng.txt,,"ICT World, World, ICT, Aged, Social, Consumption, Bikkulov, Employment, Form, ICT education",
Brodovskaya_IMS_2014_Abstract_rus.txt,"Школа великих, Статья представляет, анализа сообщений, образования взрослых, великих книг, представляет результаты, результаты киберметрического, киберметрического анализа, оценкой работы, работы такого",,"такое метод, оценка работы, киберметрический анализ, великие книги, школа, статья, совершенствование, рекомендации, результаты, реализация"
Boikov_IMS_2019_Abstract_rus.txt,"Рассматривается формально-языковая, определенных параметрами, сегментов строки, формально-языковая модель, модель слогового, слогового представления, поэтического произведения, параметрами некоторых, некоторых сегментов, русского стиха",,"стиховой текст, русский стих, метр, формально-языковая модель, фонетичское слово, такие явления, схемный ударение, слоговой представление, ритм стиха, репертуар метров"
Adrova_IMS_2013_Abstract_eng.txt,,"Web-applications, hashing algorithms, algorithms, hashing, authentication, Research, Polezhaev, SCRYPT algorithm, SCRYPT, GOST",
Karyaeva_IMS_2018_Abstract_rus.txt,"Данная работа, построения тезауруса, работа посвящена, посвящена разработке, разработке методов, автоматического построения, предметной области, предметной, области, семантических отношений",,"предметная область, поэтология, семантические отношения, термины, качество, терминологическая коллекция, такие виды, стихотворное произведение, словарь концептов, разработка методов"
Pivovarova_IMS_2016_Abstract_eng.txt,,"Term Candidates, Extracting Term, Term, State University, Candidates, Petersburg State, Multilingual Glossary, Terms, Glossary, Extracting",
Rogov_IMS_2020_Abstract_rus.txt,"работе рассматривается, рассматривается совокупность, совокупность статей, Достоевский, работе, рассматривается, совокупность, статей, текстов, Эпоха",,"м, н, достоевский, фрагменты, ф, тексты, п, частота встречаемости, условия ветвления, стилистическая правки"
Grebennikov_IMS_2020_Abstract_rus.txt,"Корпуса русских, Исследование строится, базе представительного, Корпуса, Корпус текстов, Корпус авторов, Корпус, рассказов, слов, Исследование",,"русские рассказы, данные, частотный словарь, частотные словари, частотное словарь, цель выявления, художественная проза, хороший индикатор, русский язык, распределение частот"
Novolodskaya_IMS_2013_Abstract_rus.txt,"Сети является, Основной формой, формой коммуникативного, коммуникативного процесса, Сети, является гипертекст, Обитатель Интернета, Интернета становится, Основной, гипертекст",,"виртуальное пространство, гипертекст, основной форма, обитатель интернета, мифологическое сознание, коммуникативный процесс, коммуникативное процесс, ключевые слово, информационные технологии, информационная цивилизация"
Antipenko_IMS_2019_Abstract_eng.txt,,"Word Associations, Distributional Semantics, Semantics Models, social network, Study, Word, State University, Distributional, Petersburg State, Social",
Martynenko_IMS_2019_Abstract_rus.txt,"Статья посвящена, шириной куста, посвящена исследованию, исследованию линиаризованных, линиаризованных соподчинительных, теории зависимостей, зависимостей называются, называются шириной, соподчинительных структур, Статья",,"предложения, исследование, ширина куста, частотные характеристики, факт сходства, теория зависимостей, существенный различие, симметрийные свойства, русский язык, русский рассказ"
Gavrilkina_IMS_2023_Abstract_rus.txt,"информационного поиска, статье рассматриваются, рассматриваются подходы, контексте задачи, задачи семантического, семантического информационного, идентификации семантических, семантических ролей, ролей сущностей, ролей",,"оценка качества, назначение ролей, контекст задачи, эксперимент, условие, статья, соответствие, причина, подходы, подход"
Mikoni_IMS_2021_Abstract_eng.txt,,"Russian-language Works, Scientific Russian-language, Words, Works, Comprehensibility, Russian-language, Petersburg Institute, Russian Academy, word, image",
Ruzanova_IMS_2013_Abstract_rus.txt,"Республики Карелия, процессе Петрозаводского, Петрозаводского государственного, государственного университета, Правительством Республики, статье рассматриваются, рассматриваются вопросы, вопросы создания, электронного правительства, Республики",,"карелия, электронное правительство, вопросы создания, участие, статья, решение, реализация, развитие, процесс, проблемы"
Popov_IMS_2016_Abstract_rus.txt,"проекта Хурма, Хурма является, Целью проекта, естественном языке, первую очередь, является создание, создание исследовательской, исследовательской платформы, Хурма, анализа текстов",,"анализ текстов, создание, цель проекта, такая выбор, статистическая информация, способы выбора, синтаксический анализ, синтаксические структуры, связываемые слова, размеченные корпусы"
Baranov_IMS_2014_Abstract_eng.txt,,"Russian Federation, Regional Projects, E-Government, Russian, Creation, Federation, Prospects, Regional, Problems, Rostov region",
Chugunov_IMS_2014_Abstract_eng.txt,,"Content Analysis, Reports Content, Agenda, Development, E-Governance, Results, Analysis, Russian mass, Reports, Content",
Trakhtenberg_IMS_2013_Abstract_eng.txt,,"State Portal, Russian State, Technological, Portal, State, Russian, sociological survey, results, Adaptation, Problems",
Maksimov_IMS_2021_Abstract_eng.txt,,"Documentary Information, Information Retrieval, Knowledge Graphs, search, search mechanisms, Documentary, Information, Retrieval, Knowledge, Research Nuclear",
Masevich_IMS_2018_Abstract_eng.txt,,"diachronic studies, frequency behavior, Saint Petersburg, text corpura, frequency, Petersburg Institute, diachronic, behavior, Google Books, Books Ngram",
Shubinskiy_IMS_2013_Abstract_rus.txt,"сети Интернет, настоящей статье, статье рассмотрены, рассмотрены проблемы, Интернет, проблемы обеспечения, обеспечения информационной, информационной безопасности, безопасности учащихся, обеспечения",,"учебный курс, проблемы обеспечения, обучение школьников, образовательные учреждения, настоящая статья, информационная безопасность, сеть, работа, интернет"
Chizhik_IMS_2013_Abstract_rus.txt,"Статья посвящена, обзору возможностей, посвящена обзору, сети Интернет, Статья, возможностей, Интернет, посвящена, обзору, Автор приводит",,"случай рекламы, рекламные кампании, возможные технологии, статья, сеть, интернет, анализ, автор"
Bogomolova_IMS_2013_Abstract_eng.txt,,"UIS RUSSIA, UIS, public administration, Statistical Data, Public, Administration, Ontology, Administration Domain, Domain Ontology, Domain",
Talbonen_IMS_2013_Abstract_eng.txt,,"graphical information, collections based, information, Search, graphical, digital collections, based, digital, textual, Talbonen",
Grokhovskiy_IMS_2014_Abstract_eng.txt,,"corpus, Tibetan, grammar treatises, Lexical database, database, Tibetan traditional, Indian, Tibetan grammar, treatises, Buddhist grammars",
Ivanova_IMS_2019_Abstract_rus.txt,"Компьютерные игры, цифровых медиа, игры являются, являются одним, самых популярных, популярных видов, видов цифровых, компьютерных играх, компьютерных, медиа",,"компьютерные игры, вербальные компоненты, цифровые медиа, трансляция ценностей, страновые различия, сопоставление слов, соперничество действий, основные результаты, описания миссий, негативные коннотации"
Moiseichev_IMS_2013_Abstract_eng.txt,,"Free licenses, Educational Resources, Open Educational, licenses, Free, Russia, OER, Open, Commons licenses, Educational",
Khokhlova_IMS_2016_Abstract_rus.txt,"создаваемых автоматическими, автоматическими методами, традиционных текстовых, текстовых коллекций, корпусов текстов, Генерального корпуса, проекта Aranea, русского языка, корпусов, текстов",,"русский язык, последнее время, подобные корпусы, обзор корпусов, корпусы текстов, генеральный корпус, статья, содержание, построение, объём"
MitrofanovaAdamova_IMS_2024_Abstract_rus.txt,"Статья посвящена, корпусной лингвистике, лингвистики СПбГУ, посвящена проблемам, проблемам разработки, разработки корпуса, кафедре математической, математической лингвистики, корпуса статей, Статья",,"корпусная лингвистика, корпус, экспертная разметка, ход работы, структура статей, корпусный ресурс, компьютерная лингвистика, ключевые слова, именованные сущности, данная информация"
Masevich_IMS_2018_Abstract_rus.txt,"Настоящая публикация, ряд публикаций, посвященных диахроническим, текстах книг, продолжает ряд, диахроническим исследованиям, исследованиям частотного, частотного поведения, поведения политической, публикация продолжает",,"настоящая публикация, частотный поведение, частотное поведение, форма представления, тексты книг, собственное имя, ряд публикаций, политическое деятель, политическая лексика, осуществление исследований"
Kolodin_IMS_2014_Abstract_eng.txt,,"Organizations' Staff, School Students, high school, Senior, Students, High, Testings, Staff, School, Surveys",
Godgildieva_IMS_2016_Abstract_eng.txt,,"NLTK Czech, Czech computer, Russian, valency dictionary, Russian verbs, Verbalex, NLTK, Czech, State University, Russian language",
Maksimov_IMS_2022_Abstract_rus.txt,"Определяется понятие, определение понятия, смысл, семантическая информация, Определяется, понятие, понятия, семантическая, информация, определение",,"семантическая информация, смысл, проявление семантики, принципиальное фактор, определение понятия, некоторое смысл, информационные объекты, возможные состояния, аспектная онтология, частность"
Popova_IMS_2017_Abstract_eng.txt,,"State University, Popova Saint, Saint Petersburg, Petersburg State, Russian, corpus study, frequency units, Russian National, Russian Sound, corpus",
Zhang_IMS_2019_Abstract_eng.txt,,"Russian language, language picture, Russian, world, picture, Semantic fields, linguistic picture, Petersburg University, Computerized visualization, language",
Tarumova_IMS_2014_Abstract_eng.txt,,"Russian Press, Virtual Museum, Museum, Russian, Press, Collective Cultural, Representation Collective, information technologies, Virtual, information",
Bikkulov_IMS_2013_Abstract_rus.txt,"российской блогосфере, рассмотрена проблематика, статье рассмотрена, проблематика подростковых, подростковых самоубийств, обсуждаемости данной, данной темы, России, мире, обсуждаемость",,"подростковые самоубийства, данная тема, статья, российская блогосфера, последующая динамика, динамика обсуждаемости, явление, россия, проблематика, помощь"
Mbogo_IMS_2014_Abstract_eng.txt,,"Digital Collections, Information Space, Complex Integration, Scientific Information, Scientific, Digital, Information, Integration, electronic collections, Modern Society",
Lizunova_IMS_2014_Abstract_rus.txt,"информационное общество, информационное пространство, информационно-медийных идей, проводится категориальный, анализ понятий, статье прослеживается, прослеживается эволюция, эволюция информационно-медийных, категориальный анализ, информационное",,"информационное пространство, информационное общество, информационно-медийные идеи, эволюция, статья, развитие, перспективы, медиапространство"
Lyapin_IMS_2013_Abstract_eng.txt,,"Digital full-text, full-text library, research working, support, support analytical, research activities, full-text, multifunctional digital, Russian philosophy, Digital",
Godgildieva_IMS_2016_Abstract_rus.txt,"Целью работы, работы является, Verbalex, проекта Verbalex, русского языка, русского, является создание, создание словаря, словаря валентностей, помощью методов",,"русский язык, цель работы, русский глагол, проект verbalex, принимаемые глагол, полуавтоматический образ, модель описания, качество эксперимента, данный момент, аргументная структура"
Bikova_IMS_2023_Abstract_rus.txt,"социальной сети, данной работе, работе исследуются, исследуются возможности, возможности применения, оценке эмоциональной, эмоциональной окраски, окраски текста, текста постов, содержащих эмо",,"мягкий голосование, f1-мера weighted, f1-мера macro, текст постов, социальная сеть, содержащие эмо́дзь, наихороший результат, модель bow, мешок слов, данная работа"
Kolodin_IMS_2014_Abstract_rus.txt,"основные принципы, существующих аналогов, докладе рассмотрена, рассмотрена разработанная, разработанная автором, автором система, проведения сетевого, сетевого анкетирования, тестирования клиентов, Отмечены новые",,"тестирование клиентов, существующие аналоги, способы работы, сетевое анкетирование, разработанная автор, развитие системы, перспективы использования, основные принципы, новые функции, другие организации"
Khokhlova_IMS_2018_Abstract_eng.txt,,"Online Lexicographic, Lexicographic Resources, State University, Petersburg State, Representation, Online, Lexicographic, represent collocability, Collocability, Resources",
Lavrentyev_IMS_2014_Abstract_eng.txt,,"Innovative Education, State University, Education, Novosibirsk State, University, NSU, State, Development, Innovative, Novosibirsk",
Masloboev_IMS_2013_Abstract_rus.txt,"региональным развитием, виртуального пространства, пространства региона, работе рассматриваются, рассматриваются вопросы, вопросы создания, рискоустойчивым региональным, региональной безопасностью, использования виртуального, Безопасный Виртуальный",,"региональная безопасность, сетецентрическая мультиагентной, основа веб-технологий, мультиагентные технологии, вопросы создания, управление, работа, прототип, использование"
